symbol,name,price,peRatio,volume,change1M,change3M,change6M,change1Y
EBKDY,Erste Group Bank AG,30.709999084472656,7.9766235,20900,9.99,14.89,35.88,51.21
DUNI.ST,Duni AB,94.30000305175781,18.897797,29859,-0.42,-5.89,-15.5,-9.15
DNO.OL,DNO,10.270000457763672,11.285714,2131418,7.48,-15.12,-4.91,-0.39
DANSKE.CO,Danske Bank A/S,205.5,7.5027385,1238901,1.73,1.13,1.88,14.17
CSCO.BA,CISCO SYSTEMS INC CEDEARS EACH ,14050.0,1.1785499,1002,2.55,8.08,34.5,47.63
CRZBY,Commerzbank AG,16.06999969482422,8.733695,11100,-3.31,13.25,17.13,36.53
COME.BA,SOCIEDAD COMERCIAL DEL PLATA,257.5,29.837774,3365428,4.67,4.99,124.89,283.76
COH.AX,COCHLEAR FPO [COH],295.6199951171875,54.34191,64061,0.02,-2.76,-6.08,-1.77
CIG-C,Comp En De Mn Cemig,2.369999885559082,7.1764708,0,-10.9,-9.2,3.74,-1.25
SPX.AX,SPENDA FPO [SPX],0.009999999776482582,N/A,9898,-16.67,11.11,-4.76,-28.57
CAFO.PA,CAFOM,7.840000152587891,4.9,444,-5.54,-9.26,-18.84,-14.6
BVB.DE,BORUSSIA DORTMUND GMBH&CO.KGAAI,3.180000066757202,2.1200001,71492,2.58,-16.21,-6.74,-11.42
BST,BlackRock Science and Technolog,37.02000045776367,4.7767744,92400,0.82,4.66,4.64,8.72
BHIP.BA,BANCO HIPOTECAIRO SA,591.0,14.223827,1663029,38.57,51.93,87.32,685.9
BEN.AX,BEN ADE BK FPO [BEN],13.1899995803833,15.160919,552246,4.85,6.2,38.7,35.98
BEIJ-B.ST,Beijer Ref AB ser. B,164.60000610351562,32.920002,234053,-0.84,-2.63,7.93,21.03
BBVA.MC,BANCO BILBAO VIZCAYA ARGENTARIA,9.38599967956543,5.8662496,4335543,3.3,0.41,-8.16,10.95
AXS.L,ACCSYS TECHNOLOGIES PLC ORD EUR,45.54999923706055,N/A,273707,-5.1,-11.55,-23.83,-25.69
AXIM,"Axim Biotechnologies, Inc.",0.0020000000949949026,N/A,470900,-50.0,-71.43,-86.67,-90.0
AVBH,"Avidbank Holdings, Inc.",21.780000686645508,12.1,300,-0.73,14.03,15.91,-0.77
AUROPHARMA.NS,AUROBINDO PHARMA LTD,1269.949951171875,20.703455,647408,1.64,-17.39,13.02,22.96
AU8U.SI,CapLand China T,0.7200000286102295,72.00001,1159700,-0.69,5.11,-4.0,-22.16
ATTBF,ABATTIS BIOCEUTICALS CORP,9.999999747378752e-05,N/A,0,0.0,0.0,0.0,0.0
ASX.AX,ASX FPO [ASX],66.22000122070312,27.028572,126117,0.67,6.79,5.48,4.25
ASAZY,Assa Abloy AB,14.84000015258789,24.32787,81600,-0.54,-3.07,6.46,2.91
ARZGY,Assicurazioni Generali Spa,14.1899995803833,11.924369,32600,5.35,7.5,17.66,34.25
ARKAY,Arkema,74.27999877929688,15.507307,22500,-9.62,-17.31,-28.04,-34.29
AREXMIS.BO,AREX INDUSTRIES LTD.,165.0,N/A,46,3.12,-11.22,10.04,39.83
APLN.JK,Agung Podomoro Land Tbk.,91.0,N/A,4154300,-17.27,-19.47,-22.88,-28.35
ANZFF,Air New Zealand Ltd.,0.3199999928474426,16.0,7600,10.04,-7.17,-11.11,-21.95
ANA.MC,"ACCIONA, S.A.",108.80000305175781,31.174786,68571,-3.89,-10.53,1.12,-15.03
AMTY,Amerityre Corp.,0.03999999910593033,4.0,17500,-20.0,0.0,0.0,-20.0
AMS.MC,"AMADEUS IT GROUP, S.A.",68.31999969482422,24.313168,365241,1.97,15.29,21.39,6.75
AMP.AX,AMP FPO [AMP],1.6299999952316284,54.333336,2337006,8.31,27.84,46.19,75.27
AMKBY,A.P. Moeller-Maersk A/S,8.369999885559082,7.2155175,91500,1.7,7.17,23.09,-5.42
ALSMY,Alstom,2.2200000286102295,N/A,357600,-3.06,13.85,48.0,70.77
AKT-B.TO,AKITA CL B,2.5,50.0,200,12.61,21.95,45.35,33.69
AKER.OL,AKER,546.0,6.068015,24438,-1.44,-9.6,-14.55,-18.87
AIQUY,L'Air Liquide SA,32.40999984741211,29.463636,461400,-4.54,-12.14,-18.28,-16.92
AGM-A,Federal Agricultural Mortgage C,148.74000549316406,9.571429,1700,-8.6,1.88,4.2,4.72
AGI.TO,ALAMOS GOLD INC CLS A,26.469999313354492,30.779068,860100,6.18,-2.4,25.93,47.38
AGF-B.TO,"AGF MANAGEMENT LTD., CL.B, NV",10.649999618530273,8.3203125,23100,-4.83,34.98,28.47,38.31
AGESY,ageas SA/NV,48.54999923706055,8.064784,11200,-4.47,-1.58,7.67,11.69
AFK.OL,ARENDALS FOSSEKOMPANI,141.60000610351562,N/A,6296,-7.45,-13.66,-21.85,-12.92
ADW-A.TO,"ANDREW PELLER LIMITED, CL.A",4.039999961853027,N/A,58100,-0.49,3.32,4.12,-15.13
ADRO.JK,Alamtri Resources Indonesia Tbk,2540.0,2.968226,64253200,-35.2,-22.32,-6.62,0.4
ACD.TO,ACCORD FINANCIAL,3.799999952316284,N/A,1100,-5.71,-7.99,-24.9,-17.21
ABEV3.SA,AMBEV S/A   ON,12.069999694824219,13.715909,37624000,-4.05,-6.72,-0.41,-12.79
ABCE,ABCO ENERGY INC,9.999999747378752e-05,N/A,55000,0.0,0.0,0.0,0.0
AAPL.MX,APPLE INC,5178.83984375,42.015575,3871,12.3,23.09,76.27,58.6
AAL.L,ANGLO AMERICAN PLC ORD USD0.549,2342.0,N/A,1927923,4.37,2.83,7.98,18.99
AACAY,AAC Technologies Holdings Inc,4.820000171661377,37.076927,5100,30.27,30.27,52.53,73.38
5099.KL,CAPITALA,1.0099999904632568,5.9411764,6675800,2.54,32.89,44.29,18.82
ZURVY,Zurich Insurance Group Ltd,29.940000534057617,17.82143,97400,1.84,5.13,21.81,15.82
YAL.AX,YANCOAL FPO [YAL],6.389999866485596,6.65625,659859,4.07,10.94,9.04,23.12
VLKAF,Volkswagen AG,94.68000030517578,3.727559,1300,4.5,-17.33,-38.91,-26.91
VBG-B.ST,VBG GROUP AB ser. B,310.0,12.804626,15003,2.82,-27.14,-4.76,27.05
UOS.AX,U.O. AUST FPO [UOS],0.5400000214576721,10.8,5834,-4.42,-1.82,-5.26,3.85
UCM.AX,USCOM FPO [UCM],0.03200000151991844,N/A,0,-21.95,166.67,6.67,-21.95
UBI.AX,UNI BIOSEN CDI 1:1 [UBI],0.10499999672174454,N/A,117600,-12.5,-30.0,-41.67,-47.5
TZN.AX,TERRAMIN FPO [TZN],0.09200000017881393,N/A,4243,-12.38,109.09,170.59,130.0
TWE.AX,TREA WINE FPO [TWE],11.539999961853027,88.76923,1637618,6.46,-2.29,-3.99,7.85
TUIFF,TUI AG,9.130000114440918,8.864078,0,6.78,43.78,17.05,17.65
TPDKY,Topdanmark AS,5.355000019073486,29.749998,900,-1.16,5.83,22.26,23.1
TMNSF,TEMENOS AG,70.83000183105469,38.494564,0,-3.55,-3.55,4.09,-20.67
TKGBY,Turkiye Garanti Bankasi A.S.,3.8499999046325684,6.015625,400,17.74,11.59,73.42,98.45
TELNY,Telenor ASA,11.170000076293945,18.016129,115300,-6.06,-7.99,-0.18,-2.95
SZGPY,Salzgitter AG,1.5800000429153442,N/A,0,-13.19,-5.39,-41.48,-50.0
SYIEF,SYMRISE AG,103.08999633789062,35.30479,0,-5.33,-16.93,-8.27,-5.34
SWGAY,Swatch Group AG,9.029999732971191,82.090904,283200,-0.55,-13.92,-16.62,-32.86
SWGAF,Swatch Group AG,171.61000061035156,15.432554,0,-15.66,-20.73,-26.91,-34.07
SVNLF,Svenska Handelsbanken AB PUBL,10.260000228881836,8.479339,16400,1.68,-0.1,0.88,-4.47
STB.OL,STOREBRAND,121.80000305175781,10.628272,438363,3.57,11.13,30.27,35.94
SKBSY,Skanska AB,21.100000381469727,20.09524,6500,4.77,5.5,19.41,15.05
SKA-B.ST,Skanska AB ser. B,232.1999969482422,19.677965,270813,4.31,14.27,21.28,26.78
SIQ.AX,SMARTGROUP FPO [SIQ],7.739999771118164,14.884616,149181,-0.64,-5.95,-22.21,-10.1
SHV.AX,SELECT FPO [SHV],4.320000171661377,432.00003,224506,15.82,5.37,8.0,47.44
SEN.AX,SENETAS FPO [SEN],0.02500000037252903,N/A,158657,19.05,47.06,47.06,56.25
SDF.AX,STEADFAST FPO [SDF],5.940000057220459,28.285715,925680,5.88,-7.04,7.22,2.41
SBM.AX,ST.BARBARA FPO [SBM],0.2199999988079071,N/A,12074608,-26.67,-12.0,-16.98,7.32
SAUHF,STRAUMANN HOLDING AG,123.87999725341797,61.63184,1000,-5.28,-18.92,-18.24,-23.7
SAAB-B.ST,SAAB AB ser. B,234.8000030517578,31.94558,1067027,-3.06,-0.72,3.92,55.03
RO.SW,ROCHE I,267.6000061035156,20.196226,22210,-5.97,-12.32,10.03,2.84
RMS.PA,HERMES INTL,2314.0,54.639908,33918,13.15,5.23,-1.2,25.04
RIO.AX,RIO TINTO FPO [RIO],116.83000183105469,11.073934,453130,2.55,4.15,-9.22,-14.45
RIGO.BA,RIGOLLEAU,1020.0,N/A,170,20.28,13.46,3.61,27.5
PTBA.JK,Bukit Asam Tbk.,2620.0,5.41423,7571900,-6.76,-3.68,-11.19,8.71
PSSR,PASSUR AEROSPACE INC,0.0010000000474974513,N/A,1000,-93.33,-90.0,-90.0,-90.0
PPT.AX,PERPETUAL FPO [PPT],19.940000534057617,N/A,145042,-2.16,-4.64,-19.27,-22.65
PNE3.DE,PNE AG                        N,11.0,N/A,17204,0.18,-13.93,-16.79,-18.52
PMV.AX,PREM INV. FPO [PMV],32.81999969482422,20.385094,127873,-2.67,-5.31,12.55,16.34
PHM7.DE,Altria Group Inc.             R,50.279998779296875,8.852113,3702,-3.6,8.29,30.7,31.97
PGPHF,Partners Group Holding Zug Name,1388.0,33.894993,0,-0.58,-0.09,-0.8,-3.74
PEXNY,PTT Exploration & Production Pu,10.479999542236328,9.034483,700,-27.32,-40.52,-44.11,-61.71
PDN.AX,PALADIN FPO [PDN],7.679999828338623,26.48276,5574348,4.63,-23.35,-49.8,-23.96
PBAM,"Private Bancorp of America, Inc",57.0,8.085106,7900,16.92,34.12,66.91,63.09
PAN.AX,"PAN.AX,0P00006WW6,0",0.03500000014901161,N/A,0,0.0,0.0,0.0,-27.08
ORKLY,Orkla ASA,8.859999656677246,17.72,13500,-0.67,1.61,24.61,15.51
ORI.AX,ORICA FPO [ORI],16.889999389648438,15.495412,794860,-3.92,-6.37,-4.36,6.03
ORA.TO,AURA MINERALS  INC.,17.469999313354492,N/A,8800,9.05,23.03,57.96,89.89
OMVKY,OMV AG,9.770000457763672,9.304763,20400,-2.69,-10.2,-17.83,-11.16
OFX.AX,OZFOREX FPO [OFX],1.350000023841858,12.272728,170395,-4.26,-37.21,-9.09,-14.01
O4B.DE,OVB Holding AG                I,20.399999618530273,15.813953,1006,3.55,6.81,3.55,9.09
NVZMY,NOVONESIS A S,57.31999969482422,59.09278,17500,0.32,-13.07,4.92,4.12
NVZMF,NOVONESIS A S,55.20000076293945,56.907215,700,-4.12,-15.22,0.8,0.0
NVSEF,Novartis AG,96.12999725341797,16.776613,200,-7.57,-19.22,2.66,-3.87
NRK,Nuveen New York AMT-Free Qualit,10.369999885559082,12.345239,366900,-5.56,-7.0,-2.45,-1.14
NOTE.ST,NOTE AB,149.5,16.232355,48061,16.16,12.24,6.25,0.67
NOD.OL,NORDIC SEMICONDUCTOR,101.8499984741211,N/A,460036,3.65,-27.04,13.49,-16.55
NIBE-B.ST,NIBE Industrier AB ser. B,42.380001068115234,111.52632,5577132,-15.27,-12.71,-16.48,-40.34
NHF.AX,NIBHOLDING FPO [NHF],5.590000152587891,14.710526,589479,-2.1,-22.68,-25.66,-24.25
NDX1.DE,Nordex SE                     I,11.3100004196167,N/A,441833,-1.74,-16.9,-9.59,15.17
NAN,Nuveen New York Quality Municip,11.15999984741211,13.129411,83100,-4.53,-3.13,4.3,2.01
NABZY,National Australia Bank Ltd. (V,11.59000015258789,16.557144,101900,-10.78,-8.23,4.41,11.55
MYX.AX,M PHARMA FPO [MYX],4.78000020980835,N/A,42838,-2.05,21.32,-29.71,-21.51
MURGY,Muenchener Rueckver Ges,10.270000457763672,11.539327,401700,3.63,-1.44,16.52,23.02
MOEX.ME,MOSCOW EXCHANGE,90.13999938964844,6.898785,0,-12.64,-37.97,-48.68,-46.35
MGAM.L,MORGAN ADVANCED MATERIALS PLC O,270.0,1125.0,453740,7.14,-13.18,-6.9,-3.57
MEDI.OL,MEDISTIM,155.0,27.927927,2796,10.71,-4.91,-17.11,-29.86
MAL.TO,MAGELLAN AERO,9.5,28.787878,6500,-12.04,5.56,18.16,26.16
LIC.AX,LIFESTYLE FPO [LIC],8.670000076293945,19.266666,313767,-0.8,5.73,-38.6,-52.34
LIAB.ST,Lindab International AB,228.1999969482422,25.843714,32829,-0.52,-9.3,-0.78,14.9
LEDE.BA,LEDESMA SOC ANONIMA AGRICOLA IN,1495.0,24.568611,25639,18.18,43.06,66.3,118.09
LCE.AX,LOND CITY FPO [LCE],0.8299999833106995,N/A,0,0.61,28.68,59.62,66.0
LBT.AX,LABTECH FPO [LBT],0.01899999938905239,N/A,834002,18.75,26.67,-5.0,90.0
LAS-A.TO,"LASSONDE INDUSTRIES INC., CL A ",179.9600067138672,11.361112,1800,1.53,4.96,21.62,30.33
KSB.DE,KSB SE & Co. KGaA             I,640.0,7.558758,89,-2.29,-5.19,-0.78,-3.76
JYC.AX,JOYCE FPO [JYC],4.920000076293945,16.4,1,8.01,21.78,21.78,61.31
JM.ST,JM AB,167.5,49.264706,61960,-8.97,-15.66,-12.94,-5.31
IPL.AX,INCITEC PV FPO [IPL],2.9600000381469727,N/A,2128412,-1.66,-1.0,8.82,3.86
IPD.AX,IMPEDIMED FPO [IPD],0.050999999046325684,N/A,543922,-5.56,-5.56,-45.74,-64.83
IGO.AX,IGOLIMITED FPO [IGO],4.849999904632568,Infinity,2570522,-6.73,-8.49,-33.01,-46.7
HYDR.ME,RUSHYDRO PJSC,0.7944999933242798,8.03,0,1.86,9.86,-4.69,0.52
HXGCF,Hexagon Composites ASA,3.950000047683716,N/A,0,-9.32,12.22,125.71,46.3
HXGBY,Hexagon AB,9.609999656677246,24.641026,83100,11.36,-4.76,-15.18,-20.05
HUSQ-B.ST,Husqvarna AB ser. B,57.959999084472656,23.277107,872257,-9.64,-17.2,-31.47,-30.08
HOKCY,"Hong Kong & China Gas Co., Ltd.",0.7900000214576721,19.750002,16400,9.72,6.76,8.22,9.72
HGKGY,Power Assets Holdings Ltd.,6.909999847412109,18.675674,1600,8.65,5.34,24.06,18.93
HGHAF,"High Arctic Energy Services., I",0.8149999976158142,N/A,0,-6.32,-25.91,-10.44,-1.57
HEXA-B.ST,Hexagon AB ser. B,106.0999984741211,24.731936,2397901,12.42,2.66,-14.16,-12.02
HENOY,Henkel AG & Co. KGAA,22.010000228881836,20.00909,9700,6.17,-1.48,15.48,10.0
HAW.AX,HAWTHORN FPO [HAW],0.04100000113248825,N/A,7000,-24.07,-32.79,-42.25,-55.91
GMG.AX,GOOD GROUP STAPLED [GMG],36.88999938964844,N/A,1465257,-0.54,14.32,18.43,46.91
GEM.AX,G8 EDUCATE FPO [GEM],1.3350000381469727,16.6875,346097,-0.37,2.69,10.79,13.62
GELYY,Geely Automobile Holdings Ltd.,38.439998626708984,10.010417,15000,6.93,89.08,62.95,78.62
GCLA.BA,GRUPO CLARIN SA,2535.0,N/A,10854,1.4,34.84,31.45,198.24
GAP.AX,GALE PAC FPO [GAP],0.125,N/A,100932,-3.85,13.64,-24.24,-30.56
GAHC,"Global Arena Holding, Inc.",0.0001500000071246177,Infinity,1027082,-25.0,-25.0,-50.0,-50.0
G1A.DE,GEA Group AG                  I,48.2400016784668,20.1,157929,5.79,18.06,28.03,31.8
FSJ.L,FISHER (JAMES) & SONS PLC ORD 2,319.0,N/A,5756,2.24,-8.33,12.32,-3.19
FNMFN,Fannie Mae,19.34000015258789,2762.8572,700,24.37,212.94,191.7,275.53
FNMAL,Fannie Mae,17.75,2535.714,500,16.93,186.29,211.95,281.72
FMG.AX,FORTESCUE FPO [FMG],18.520000457763672,6.277966,2456007,3.23,1.04,-26.01,-36.99
FLYLF,"Flyht Aerospace Solutions, Ltd.",0.2199999988079071,N/A,0,-12.0,10.0,-48.84,-59.26
EME.AX,ENERGY MET FPO [EME],0.08100000023841858,N/A,30000,-8.99,15.71,-35.2,-37.69
ELD.AX,ELDERS FPO [ELD],7.230000019073486,25.821428,459035,-14.63,-20.81,-13.62,-3.6
EFGXY,EFG International AG,13.800000190734863,12.432432,0,0.0,0.0,26.26,26.26
DRX.TO,"ADF GROUP INC., SV",9.75,5.2702703,119000,5.75,-26.53,-17.37,38.49
DMP.AX,DOMINOS FPO [DMP],29.770000457763672,28.902914,268985,4.6,-3.81,-20.36,-49.78
CTP.AX,CENT PETRL FPO [CTP],0.052000001072883606,2.6000001,0,-5.45,4.0,-13.33,8.33
CSL.AX,CSL FPO [CSL],282.3500061035156,32.379585,289051,-0.6,-8.36,2.78,-2.06
CPPCY,CP All Public Co Ltd,16.350000381469727,21.800001,0,-13.95,0.37,1.11,-2.79
COP.DE,CompuGroup Medical SE &Co.KGaAN,21.760000228881836,44.40816,212519,50.38,38.69,-24.97,-39.35
COIC.ST,Concentric AB,228.0,30.183727,8810,3.17,26.81,30.73,58.77
CMWAY,Commonwealth Bank of Australia,96.81999969482422,27.584045,17300,-2.49,2.82,29.75,26.86
CDD.AX,CARDNO FPO [CDD],0.2150000035762787,1.1315789,1,30.3,-46.25,-25.86,-36.76
CDA.PA,ALPES (COMPAGNIE),14.920000076293945,6.4310346,21565,-3.24,11.01,17.3,4.78
CBAUF,Commonwealth Bank of Australia,95.08999633789062,27.091167,0,-2.73,8.45,25.12,28.5
CAI.VI,CA Immobilien Anlagen AG,23.420000076293945,N/A,134925,8.73,-28.07,-23.66,-26.81
BPT.AX,BEACH FPO [BPT],1.375,N/A,4540813,10.89,7.42,-14.86,-15.38
BOS.TO,AIRBOSS AMERICA J,3.700000047683716,N/A,37300,-13.75,-7.73,-30.84,-22.92
BOL.AX,BOOM FPO [BOL],1.375,8.59375,0,-1.79,-5.17,1.85,14.58
BMAX.ST,Byggmax Group AB,45.65999984741211,78.72414,66081,0.75,18.91,25.3,21.89
BKW.AX,BRICKWORKS FPO [BKW],26.040000915527344,N/A,86930,-3.2,-1.77,-3.05,-6.33
BFG.AX,BELL FN GP FPO [BFG],1.3250000476837158,14.722222,99427,1.92,-6.69,0.0,-2.93
BF-A,Brown Forman Inc,38.20000076293945,18.01887,84600,-4.93,-16.14,-24.77,-36.13
BEIA-B.ST,Beijer Alma AB ser. B,166.39999389648438,14.161701,31843,-4.37,-16.8,-15.45,-11.68
BATS.L,BRITISH AMERICAN TOBACCO PLC OR,2893.0,N/A,2498568,3.21,4.4,26.5,24.08
BAMXF,Bayerische Motoren Werke AG,80.43000030517578,5.957778,1500,15.16,-13.6,-30.63,-28.19
AZTECACPO.MX,"AZTECACPO.MX,0P0000BAXX,0",0.5,N/A,0,0.0,0.0,0.0,0.0
AZM.MI,AZIMUT,24.030000686645508,6.3740053,493416,4.71,10.13,-1.44,1.09
AYTU,"Aytu BioPharma, Inc.",1.5199999809265137,N/A,18100,-1.94,-43.49,-47.4,-49.16
AXXTF,Axiata Group BHD,0.558899998664856,11.1779995,0,0.0,0.54,12.64,17.94
AXAHF,AXA,35.18000030517578,10.470239,800,-2.06,-5.94,-1.54,8.18
AWDR.OL,AWILCO DRILLING PLC,21.799999237060547,0.100744024,233,0.46,0.93,65.15,23.86
ATUSF,Altius Minerals Corp.,18.90999984741211,94.549995,10000,5.52,12.09,24.0,34.59
ATRS.VI,"ATRS.VI,0P000135IO,0",3.0350000858306885,N/A,0,0.0,0.0,0.0,0.0
ATO.PA,ATOS,0.0027000000700354576,N/A,3023481647,-98.58,-99.67,-99.85,-99.96
ATGN,"Altigen Communications, Inc.",0.7300000190734863,N/A,28400,30.36,17.74,-2.67,19.67
DCAC,DANIELS CORPORATE ADVISORY CO I,9.999999747378752e-05,N/A,0,0.0,0.0,0.0,0.0
ASSA-B.ST,ASSA ABLOY AB ser. B,327.3999938964844,23.759071,1035479,-0.09,5.0,6.47,13.21
ASPU,Aspen Group Inc.,0.1459999978542328,N/A,8437,1522.22,-8.75,-45.83,-17.19
ASMVF,ASMPT LTD,11.005000114440918,91.708336,0,0.0,-12.1,-11.99,8.21
ARREF,Amerigo Resources Ltd.,1.1100000143051147,9.25,2600,-9.02,-11.9,-8.26,4.72
ARE.TO,AECON GROUP INC,27.280000686645508,N/A,220000,-6.35,50.3,58.24,116.51
APLD,Applied Digital Corporation,8.390000343322754,N/A,12916100,22.3,100.24,209.59,14.93
APELY,Alps Alpine Co Ltd.,20.459999084472656,N/A,0,1.14,2.3,20.78,19.51
APCX,AppTech Payments Corp.,0.7250000238418579,N/A,1705000,50.1,-17.52,-26.55,-59.72
AP2.DE,APPLIED MATERIALS INC.        R,159.36000061035156,19.316364,349,-8.18,-15.51,-19.14,14.19
AOMFF,ALSTOM,23.200000762939453,N/A,0,3.76,16.41,43.92,74.96
ANZ.NZ,ANZ Group Holdings Limited Ordi,31.799999237060547,13.361343,9341,-8.86,-3.05,-0.31,13.57
ANDR,Andrea Electronics Corp.,9.999999747378752e-05,N/A,0,-80.0,-80.0,-99.2,-98.7
AMZ.DE,AMAZON.COM INC.               R,213.5500030517578,47.66741,29900,6.06,32.46,23.27,55.63
AMSYF,ArcelorMittal,25.389999389648438,N/A,0,-0.82,18.09,-5.58,-3.42
AMS.SW,ams-OSRAM,6.193999767303467,N/A,352508,-3.58,-43.07,-40.01,-72.2
AMNL,APPLIED MINERALS INC,9.999999747378752e-05,N/A,0,0.0,0.0,0.0,0.0
YOW.AX,YOWIE FPO [YOW],0.02500000037252903,N/A,0,0.0,4.17,-34.21,-28.57
YARIY,Yara International ASA,13.15999984741211,12.1851845,87100,-5.8,-9.24,-14.6,-25.82
XIL.PA,XILAM ANIMATION,3.7899999618530273,7.2884617,6539,-2.57,-8.23,-10.82,-1.81
BA,Boeing Company (The),180.72000122070312,N/A,6802100,30.82,4.2,6.59,-30.59
IBM,International Business Machines,222.77999877929688,32.47522,1810300,6.6,12.97,22.23,36.05
BP,BP p.l.c.,28.959999084472656,28.96,6753100,-0.31,-13.6,-26.57,-18.03
BAX,Baxter International Inc.,29.200000762939453,116.8,2773300,-7.89,-19.29,-27.6,-24.74
BIDU,"Baidu, Inc.",86.5999984741211,11.500664,1941300,3.02,-3.5,-11.22,-26.5
BRK-A,Berkshire Hathaway Inc.,684909.0,9.2336035,1300,-2.24,2.3,12.63,25.67
BBY,"Best Buy Co., Inc.",88.02999877929688,15.073629,1773800,-3.88,1.14,12.86,12.2
BX,Blackstone Inc.,174.00999450683594,59.79725,3124200,-3.97,29.14,40.93,30.71
BSX,Boston Scientific Corporation,90.66000366210938,74.92562,3177600,3.5,15.04,33.19,61.09
BIIB,Biogen Inc.,151.30999755859375,13.680831,1128500,-8.24,-26.61,-23.65,-41.93
BMY,Bristol-Myers Squibb Company,57.68000030517578,N/A,6607000,-1.4,19.08,19.47,12.61
USB,U.S. Bancorp,48.4900016784668,14.92,4956900,-3.62,10.96,16.62,11.14
BRK-B,Berkshire Hathaway Inc. New,456.510009765625,9.224288,3236000,-2.39,2.22,13.2,27.67
BLK,"BlackRock, Inc.",1044.1800537109375,25.77586,337100,-0.28,20.98,36.78,28.21
YUM,"Yum! Brands, Inc.",135.22999572753906,25.229477,1146300,-1.1,-1.83,-1.87,3.61
BTU,Peabody Energy Corporation,19.959999084472656,5.2664905,1632800,-26.21,-14.04,-13.56,-18.89
MNST,Monster Beverage Corporation,52.54999923706055,33.685898,3231200,-6.09,11.78,-4.47,-8.48
BK,The Bank of New York Mellon Cor,77.56999969482422,17.353468,2072300,0.0,18.9,40.91,48.54
FITB,Fifth Third Bancorp,42.900001525878906,14.3,2640800,-9.23,5.46,24.24,23.28
ZBH,"Zimmer Biomet Holdings, Inc.",106.87000274658203,20.39504,743400,-1.82,-4.69,-14.15,-12.14
PBR,Petroleo Brasileiro S.A.- Petro,12.609999656677246,4.9257812,13736600,-9.86,-15.14,-19.78,-21.34
BHP,BHP Group Limited,49.209999084472656,15.823152,1608600,-5.46,-11.09,-15.97,-28.29
BEN,"Franklin Resources, Inc.",20.65999984741211,24.305882,2360600,-4.26,4.45,-18.69,-31.27
BMO,Bank Of Montreal,97.05000305175781,14.638009,209200,3.91,11.99,4.33,-1.75
BPT,BP Prudhoe Bay Royalty Trust,0.6000000238418579,N/A,494700,-48.72,-65.32,-79.09,-77.19
HRB,"H&R Block, Inc.",53.43000030517578,13.291045,759200,-9.66,-17.23,15.5,9.2
TAP,Molson Coors Beverage Company,57.81999969482422,13.022522,966900,-7.83,8.54,-12.84,-5.6
CBRL,Cracker Barrel Old Country Stor,56.40999984741211,31.33889,571000,17.35,33.64,-4.65,-28.53
BCS,Barclays PLC,13.279999732971191,9.41844,18529700,2.47,11.88,44.66,68.31
TD,Toronto Dominion Bank (The),53.0,16.109423,1173300,-6.39,-11.31,-6.74,-17.75
MTB,M&T Bank Corporation,189.22999572753906,14.006661,506600,-11.27,16.16,40.63,36.74
BXP,"BXP, Inc.",74.61000061035156,32.439133,593300,-6.12,5.74,23.1,3.7
BMRN,BioMarin Pharmaceutical Inc.,66.88999938964844,40.29518,774000,1.97,-27.74,-27.47,-31.13
RY,Royal Bank Of Canada,120.87999725341797,15.438059,356000,-1.23,7.03,22.68,19.29
HBAN,Huntington Bancshares Incorpora,16.3799991607666,15.902912,14480400,-6.56,17.5,23.07,27.87
BCE,"BCE, Inc.",22.65999984741211,377.6667,3215600,-15.57,-34.55,-29.43,-42.12
SWK,"Stanley Black & Decker, Inc.",80.58000183105469,N/A,870200,-6.11,-18.32,-11.92,-18.69
DSU,"Blackrock Debt Strategies Fund,",10.8100004196167,9.239317,126800,-0.46,0.65,2.46,-0.37
B,"Barnes Group, Inc.",47.209999084472656,N/A,389600,1.14,22.53,34.5,43.76
BWA,BorgWarner Inc.,32.189998626708984,7.9678216,1191700,-6.51,-2.66,-3.91,-10.56
TOL,"Toll Brothers, Inc.",126.44999694824219,8.424383,806300,-17.73,-10.34,5.18,22.14
SAM,"Boston Beer Company, Inc. (The)",301.1099853515625,44.21586,63900,-6.14,6.64,5.41,-13.8
BOX,"Box, Inc.",32.02000045776367,40.025,825100,-6.59,12.63,18.86,23.82
BC,Brunswick Corporation,64.69999694824219,15.081585,507700,-20.0,-16.18,-25.76,-34.24
PBI,Pitney Bowes Inc.,7.289999961853027,N/A,2001000,0.41,0.28,79.12,67.2
BKE,"Buckle, Inc. (The)",51.529998779296875,13.07868,532700,5.72,22.57,39.91,7.4
BGS,"B&G Foods, Inc.",7.090000152587891,N/A,1023300,12.72,-15.29,-33.49,-33.49
PACB,Pacific Biosciences of Californ,1.8600000143051147,N/A,7203500,0.0,20.0,-41.32,-82.05
CM,Canadian Imperial Bank of Comme,62.88999938964844,12.404339,770900,-1.58,17.62,30.94,30.99
BBD-B.TO,"BOMBARDIER INC., CL. B, SV",98.0999984741211,15.522151,218421,8.43,10.99,63.88,85.76
SB,"Safe Bulkers, Inc",3.569999933242798,3.9666667,467600,-16.78,-28.02,-24.2,-10.08
BG,Bunge Limited,78.06999969482422,9.894804,1047500,-11.34,-18.96,-24.77,-23.17
BPOP,"Popular, Inc.",94.76000213623047,12.875,386100,-1.55,-2.94,14.51,14.64
BGC,"BGC Group, Inc.",9.100000381469727,39.56522,2896900,-12.33,-3.7,17.42,34.62
